timestamp,open,high,low,close,volume
2024-08-14T00:00:00+05:30,2302.95,2315.0,2199.0,2208.0,119496
2024-08-16T00:00:00+05:30,2222.25,2334.2,2200.5,2310.0,176780
2024-08-19T00:00:00+05:30,2328.45,2455.0,2328.45,2425.45,123269
2024-08-20T00:00:00+05:30,2459.4,2664.8,2440.05,2542.5,406114
2024-08-21T00:00:00+05:30,2560.0,2600.0,2485.15,2505.6,122414
2024-08-22T00:00:00+05:30,2515.0,2556.0,2475.0,2487.5,65696
2024-08-23T00:00:00+05:30,2494.0,2549.9,2460.25,2525.4,80527
2024-08-26T00:00:00+05:30,2552.0,2744.8,2486.0,2687.75,438340
2024-08-27T00:00:00+05:30,2691.0,2709.0,2608.05,2618.0,111803
2024-08-28T00:00:00+05:30,2626.95,2655.95,2567.0,2581.85,90908
2024-08-29T00:00:00+05:30,2587.95,2626.05,2538.05,2578.3,95373
2024-08-30T00:00:00+05:30,2582.45,2740.0,2549.3,2721.45,317582
2024-09-02T00:00:00+05:30,2805.0,2925.0,2756.0,2786.2,414439
2024-09-03T00:00:00+05:30,2800.0,2800.8,2740.55,2751.05,92674
2024-09-04T00:00:00+05:30,2710.0,2738.95,2670.05,2680.65,105213
2024-09-05T00:00:00+05:30,2681.0,2727.9,2628.1,2641.7,70468
2024-09-06T00:00:00+05:30,2642.0,2706.2,2600.0,2610.4,91683
2024-09-09T00:00:00+05:30,2609.95,2776.0,2541.9,2700.0,261651
2024-09-10T00:00:00+05:30,2710.0,2740.35,2673.0,2713.9,98203
2024-09-11T00:00:00+05:30,2723.0,2818.75,2674.6,2700.1,136407
2024-09-12T00:00:00+05:30,2730.45,2774.9,2690.0,2719.25,124078
2024-09-13T00:00:00+05:30,2733.05,2748.6,2700.0,2709.8,53098
2024-09-16T00:00:00+05:30,2725.0,2828.8,2702.0,2784.7,196168
2024-09-17T00:00:00+05:30,2794.75,2870.0,2757.55,2771.25,139101
2024-09-18T00:00:00+05:30,2778.85,2823.5,2660.05,2678.9,153854
2024-09-19T00:00:00+05:30,2704.95,2741.8,2570.0,2661.8,202793
2024-09-20T00:00:00+05:30,2676.0,2725.0,2621.0,2682.35,118554
2024-09-23T00:00:00+05:30,2673.0,2705.85,2585.1,2616.25,105653
2024-09-24T00:00:00+05:30,2600.0,2664.95,2576.0,2631.25,105753
2024-09-25T00:00:00+05:30,2638.75,2662.5,2481.05,2563.05,183061
2024-09-26T00:00:00+05:30,2575.0,2619.0,2535.2,2551.45,85667
2024-09-27T00:00:00+05:30,2579.9,2612.3,2534.05,2548.15,124458
2024-09-30T00:00:00+05:30,2548.0,2548.0,2502.05,2523.0,76904
2024-10-01T00:00:00+05:30,2528.95,2548.0,2425.75,2508.7,129926
2024-10-03T00:00:00+05:30,2433.0,2508.7,2390.0,2396.2,187935
2024-10-04T00:00:00+05:30,2396.2,2635.8,2356.0,2513.65,433312
2024-10-07T00:00:00+05:30,2540.0,2640.4,2416.15,2447.1,374235
2024-10-08T00:00:00+05:30,2447.1,2513.65,2416.45,2467.6,116161
2024-10-09T00:00:00+05:30,2481.25,2498.0,2431.25,2449.2,93487
2024-10-10T00:00:00+05:30,2469.0,2469.95,2415.0,2447.9,77892
2024-10-11T00:00:00+05:30,2449.0,2692.65,2421.05,2615.1,491130
2024-10-14T00:00:00+05:30,2623.95,2650.0,2592.0,2608.75,146274
2024-10-15T00:00:00+05:30,2619.05,2699.5,2611.9,2674.3,292367
2024-10-16T00:00:00+05:30,2670.0,2699.0,2580.4,2593.7,117542
2024-10-17T00:00:00+05:30,2605.0,2620.0,2541.0,2584.75,82079
2024-10-18T00:00:00+05:30,2580.2,2698.0,2489.95,2681.65,217447
2024-10-21T00:00:00+05:30,2878.7,2949.8,2725.0,2745.7,966604
2024-10-22T00:00:00+05:30,2745.0,2760.0,2607.35,2626.8,242426
2024-10-23T00:00:00+05:30,2630.0,2744.95,2590.0,2628.0,285194
2024-10-24T00:00:00+05:30,2640.15,2668.0,2564.5,2589.45,191664
2024-10-25T00:00:00+05:30,2605.0,2605.0,2475.0,2511.95,142523
2024-10-28T00:00:00+05:30,2519.95,2586.0,2499.05,2549.9,101351
2024-10-29T00:00:00+05:30,2561.9,2568.55,2510.0,2530.05,68190
2024-10-30T00:00:00+05:30,2530.0,2698.9,2511.05,2653.25,182566
2024-10-31T00:00:00+05:30,2669.0,2720.95,2648.05,2697.8,81111
2024-11-01T00:00:00+05:30,2745.0,2745.0,2708.0,2716.55,35201
2024-11-04T00:00:00+05:30,2715.05,2739.0,2621.0,2643.2,144980
2024-11-05T00:00:00+05:30,2630.35,2680.6,2620.0,2654.8,74402
2024-11-06T00:00:00+05:30,2679.8,2848.45,2679.8,2799.45,418041
2024-11-07T00:00:00+05:30,2837.9,2885.4,2777.1,2834.4,250768
2024-11-08T00:00:00+05:30,2850.0,2980.0,2782.4,2838.0,394375
2024-11-11T00:00:00+05:30,2846.0,2887.35,2761.65,2821.95,169526
2024-11-12T00:00:00+05:30,2827.1,2937.95,2785.05,2814.6,225723
2024-11-13T00:00:00+05:30,2775.0,2813.75,2648.05,2675.5,211744
2024-11-14T00:00:00+05:30,2675.5,2784.0,2654.2,2670.85,208510
2024-11-18T00:00:00+05:30,2675.0,2720.0,2606.0,2694.55,123082
2024-11-19T00:00:00+05:30,2705.0,2930.0,2695.2,2843.5,379787
2024-11-21T00:00:00+05:30,2862.0,2862.25,2770.0,2801.0,176909
2024-11-22T00:00:00+05:30,2812.45,2829.0,2771.0,2795.45,92109
2024-11-25T00:00:00+05:30,2858.0,2920.0,2783.65,2873.5,277237
2024-11-26T00:00:00+05:30,2890.0,2909.95,2825.0,2837.0,97573
2024-11-27T00:00:00+05:30,2847.45,3060.0,2815.55,2877.5,649211
2024-11-28T00:00:00+05:30,2890.95,2942.5,2771.15,2797.35,226763
2024-11-29T00:00:00+05:30,2804.0,2807.1,2697.0,2750.15,292114
2024-12-02T00:00:00+05:30,2750.0,2821.0,2730.0,2788.2,139620
2024-12-03T00:00:00+05:30,2800.5,2970.9,2780.05,2897.55,542481
2024-12-04T00:00:00+05:30,2912.6,2940.05,2820.75,2867.85,188422
2024-12-05T00:00:00+05:30,2886.0,2904.95,2843.95,2876.0,223013
2024-12-06T00:00:00+05:30,2900.4,3030.0,2885.0,2897.85,480124
2024-12-09T00:00:00+05:30,2910.0,2980.0,2900.0,2919.15,150291
2024-12-10T00:00:00+05:30,2932.85,2995.0,2855.95,2898.05,206513
2024-12-11T00:00:00+05:30,2901.0,2936.0,2820.1,2869.95,168472
2024-12-12T00:00:00+05:30,2885.7,2915.0,2825.0,2833.85,115871
2024-12-13T00:00:00+05:30,2829.0,2829.0,2710.05,2789.7,240917
2024-12-16T00:00:00+05:30,2780.0,2874.9,2775.0,2859.95,182284
2024-12-17T00:00:00+05:30,2859.05,3057.45,2810.0,2961.2,945296
2024-12-18T00:00:00+05:30,2965.45,2984.15,2911.0,2930.15,224675
2024-12-19T00:00:00+05:30,2845.0,2906.95,2826.05,2869.2,195662
2024-12-20T00:00:00+05:30,2890.0,2890.0,2730.35,2759.45,313776
2024-12-23T00:00:00+05:30,2798.0,2801.95,2645.0,2680.95,320838
2024-12-24T00:00:00+05:30,2682.0,2750.0,2682.0,2696.65,149864
2024-12-26T00:00:00+05:30,2705.0,2723.65,2658.95,2701.1,166316
2024-12-27T00:00:00+05:30,2725.4,2759.95,2702.0,2740.2,94955
2024-12-30T00:00:00+05:30,2700.0,2734.0,2633.85,2711.65,224584
2024-12-31T00:00:00+05:30,2684.55,2758.55,2663.5,2725.65,116202
2025-01-01T00:00:00+05:30,2735.0,2899.0,2729.95,2889.95,251184
2025-01-02T00:00:00+05:30,2870.05,2941.0,2856.2,2880.05,175897
2025-01-03T00:00:00+05:30,2880.15,2894.9,2832.0,2839.4,92438
2025-01-06T00:00:00+05:30,2839.4,2866.8,2705.15,2742.15,211610
2025-01-07T00:00:00+05:30,2756.0,2848.95,2750.05,2830.3,106759
2025-01-08T00:00:00+05:30,2830.0,2843.1,2758.0,2770.1,95954
2025-01-09T00:00:00+05:30,2771.9,2805.0,2735.95,2762.45,85713
2025-01-10T00:00:00+05:30,2762.8,2771.95,2521.0,2599.25,221094
2025-01-13T00:00:00+05:30,2530.0,2594.05,2379.05,2423.15,372109
2025-01-14T00:00:00+05:30,2429.9,2548.4,2387.1,2518.35,223176
2025-01-15T00:00:00+05:30,2540.1,2579.95,2420.05,2432.3,188968
2025-01-16T00:00:00+05:30,2469.75,2519.0,2440.05,2454.0,111099
2025-01-17T00:00:00+05:30,2456.4,2457.15,2328.45,2338.35,268652
2025-01-20T00:00:00+05:30,2325.0,2325.0,2085.0,2197.1,1267938
2025-01-21T00:00:00+05:30,2210.15,2288.0,2132.3,2143.8,487495
2025-01-22T00:00:00+05:30,2153.75,2168.0,1900.0,1943.85,1027519
2025-01-23T00:00:00+05:30,1939.0,1995.0,1871.2,1902.7,746341
2025-01-24T00:00:00+05:30,1902.7,1931.0,1825.0,1845.8,502300
2025-01-27T00:00:00+05:30,1802.5,1804.55,1603.4,1623.85,1715270
2025-01-28T00:00:00+05:30,1561.0,1580.0,1461.5,1461.5,1309035
2025-01-29T00:00:00+05:30,1511.0,1607.65,1471.65,1607.65,755412
2025-01-30T00:00:00+05:30,1670.0,1768.4,1670.0,1727.85,1349374
2025-01-31T00:00:00+05:30,1769.3,1877.0,1746.9,1794.05,511201
2025-02-01T00:00:00+05:30,1832.35,1845.0,1754.0,1787.4,187418
2025-02-03T00:00:00+05:30,1759.95,1786.5,1661.0,1683.75,208499
2025-02-04T00:00:00+05:30,1735.0,1738.0,1646.75,1691.5,156404
2025-02-05T00:00:00+05:30,1730.0,1779.0,1708.55,1751.55,134822
2025-02-06T00:00:00+05:30,1760.8,1877.9,1755.35,1794.55,557670
2025-02-07T00:00:00+05:30,1799.95,1836.0,1755.0,1785.4,265707
2025-02-10T00:00:00+05:30,1759.95,1773.25,1624.85,1646.6,283964
2025-02-11T00:00:00+05:30,1645.75,1645.8,1534.1,1548.5,304684
2025-02-12T00:00:00+05:30,1531.4,1581.75,1461.15,1535.6,358803
2025-02-13T00:00:00+05:30,1540.0,1571.95,1492.0,1501.35,217856
2025-02-14T00:00:00+05:30,1493.05,1514.85,1390.0,1409.1,399726
2025-02-17T00:00:00+05:30,1401.0,1438.0,1340.05,1370.25,341880
2025-02-18T00:00:00+05:30,1370.9,1402.25,1305.05,1340.6,236700
2025-02-19T00:00:00+05:30,1320.0,1474.65,1320.0,1474.65,269715
2025-02-20T00:00:00+05:30,1500.0,1622.1,1499.25,1618.1,1393485
2025-02-21T00:00:00+05:30,1618.1,1669.9,1571.0,1599.5,489712
2025-02-24T00:00:00+05:30,1568.95,1577.55,1515.0,1540.25,281914
2025-02-25T00:00:00+05:30,1549.95,1597.0,1544.95,1560.35,199497
2025-02-27T00:00:00+05:30,1569.95,1579.45,1450.0,1484.4,193962
2025-02-28T00:00:00+05:30,1434.05,1488.45,1412.2,1453.9,246406
2025-03-03T00:00:00+05:30,1465.0,1480.8,1370.0,1418.95,251840
2025-03-04T00:00:00+05:30,1366.05,1460.0,1366.05,1440.0,182890
2025-03-05T00:00:00+05:30,1440.05,1535.9,1440.05,1526.7,190948
2025-03-06T00:00:00+05:30,1552.0,1598.0,1530.55,1565.3,254035
2025-03-07T00:00:00+05:30,1572.0,1623.0,1563.15,1594.2,207786
2025-03-10T00:00:00+05:30,1600.05,1619.0,1521.1,1527.4,148011
2025-03-11T00:00:00+05:30,1496.0,1560.0,1451.2,1525.45,136049
2025-03-12T00:00:00+05:30,1530.0,1550.0,1475.0,1489.6,109551
2025-03-13T00:00:00+05:30,1494.95,1509.9,1452.0,1460.3,108658
2025-03-17T00:00:00+05:30,1460.95,1488.05,1395.0,1403.7,195009
2025-03-18T00:00:00+05:30,1415.0,1516.0,1415.0,1504.6,487057
2025-03-19T00:00:00+05:30,1514.0,1541.65,1505.0,1521.65,232157
2025-03-20T00:00:00+05:30,1540.7,1584.0,1508.05,1515.45,186132
2025-03-21T00:00:00+05:30,1508.0,1624.65,1500.0,1606.55,748074
2025-03-24T00:00:00+05:30,1630.0,1677.95,1589.1,1637.55,355649
2025-03-25T00:00:00+05:30,1665.0,1681.95,1594.0,1603.85,232161
2025-03-26T00:00:00+05:30,1603.85,1662.7,1540.05,1549.15,267162
2025-03-27T00:00:00+05:30,1548.4,1566.4,1520.0,1525.5,218847
2025-03-28T00:00:00+05:30,1526.9,1590.0,1505.1,1514.65,209302
2025-04-01T00:00:00+05:30,1505.15,1520.5,1486.7,1510.55,200134
2025-04-02T00:00:00+05:30,1503.0,1556.25,1491.1,1549.4,104956
2025-04-03T00:00:00+05:30,1525.0,1545.6,1515.0,1529.65,150649
2025-04-04T00:00:00+05:30,1508.0,1514.85,1455.75,1499.0,276615
2025-04-07T00:00:00+05:30,1260.0,1448.15,1251.55,1435.15,280569
2025-04-08T00:00:00+05:30,1470.0,1510.95,1452.55,1460.8,134140
2025-04-09T00:00:00+05:30,1434.0,1465.0,1415.0,1422.5,88333
2025-04-11T00:00:00+05:30,1493.15,1554.45,1451.0,1469.3,684562
2025-04-15T00:00:00+05:30,1498.0,1556.2,1494.3,1509.2,296647
2025-04-16T00:00:00+05:30,1525.0,1574.9,1511.1,1519.6,216883
2025-04-17T00:00:00+05:30,1514.0,1531.8,1490.1,1497.0,166153
2025-04-21T00:00:00+05:30,1504.5,1539.4,1486.2,1502.1,302131
2025-04-22T00:00:00+05:30,1517.0,1536.9,1496.0,1500.2,191000
2025-04-23T00:00:00+05:30,1522.0,1555.9,1491.2,1531.8,395337
2025-04-24T00:00:00+05:30,1539.8,1552.9,1511.4,1515.4,187764
2025-04-25T00:00:00+05:30,1518.6,1524.7,1416.6,1459.5,389831
2025-04-28T00:00:00+05:30,1459.5,1495.9,1444.3,1467.1,169831
2025-04-29T00:00:00+05:30,1466.0,1491.6,1446.1,1455.7,141111
2025-04-30T00:00:00+05:30,1445.5,1464.3,1401.0,1411.4,182844
2025-05-02T00:00:00+05:30,1413.0,1455.0,1397.1,1421.7,348661
2025-05-05T00:00:00+05:30,1574.0,1681.8,1515.5,1604.4,5333224
2025-05-06T00:00:00+05:30,1623.0,1647.9,1545.4,1565.6,1157372
2025-05-07T00:00:00+05:30,1527.5,1564.9,1495.5,1554.4,575453
2025-05-08T00:00:00+05:30,1562.0,1725.0,1558.0,1632.3,3641307
2025-05-09T00:00:00+05:30,1599.9,1612.0,1548.6,1575.1,731707
2025-05-12T00:00:00+05:30,1654.9,1806.0,1649.1,1720.9,3783503
2025-05-13T00:00:00+05:30,1722.2,1744.9,1685.5,1727.3,775097
2025-05-14T00:00:00+05:30,1730.0,1780.3,1696.1,1729.8,754772
2025-05-15T00:00:00+05:30,1750.0,1864.0,1750.0,1824.0,2027467
2025-05-16T00:00:00+05:30,1842.9,1867.0,1813.3,1831.8,584216
2025-05-19T00:00:00+05:30,1831.8,1892.0,1762.1,1840.3,1096166
2025-05-20T00:00:00+05:30,1860.0,1869.3,1785.6,1796.1,371718
2025-05-21T00:00:00+05:30,1790.0,1832.0,1768.6,1800.9,281115
2025-05-22T00:00:00+05:30,1800.9,1840.0,1784.9,1810.7,238779
2025-05-23T00:00:00+05:30,1823.0,1826.9,1790.0,1798.0,162023
2025-05-26T00:00:00+05:30,1811.0,1960.0,1811.0,1896.6,2507079
2025-05-27T00:00:00+05:30,1899.8,1944.4,1899.0,1922.3,430836
2025-05-28T00:00:00+05:30,1921.0,2028.0,1920.0,1996.1,1381021
2025-05-29T00:00:00+05:30,2015.0,2084.0,1980.2,2023.5,829939
2025-05-30T00:00:00+05:30,2034.0,2034.0,1980.0,1999.1,348154
2025-06-02T00:00:00+05:30,2000.0,2003.4,1934.7,1949.1,273751
2025-06-03T00:00:00+05:30,1960.5,2012.9,1950.0,1975.1,305864
2025-06-04T00:00:00+05:30,1980.0,2004.0,1960.4,1967.6,231181
2025-06-05T00:00:00+05:30,1979.4,2008.0,1961.9,1996.0,320808
2025-06-06T00:00:00+05:30,1996.0,2065.0,1947.0,1976.6,576965
2025-06-09T00:00:00+05:30,1970.0,1984.0,1859.9,1931.2,418940
2025-06-10T00:00:00+05:30,1948.0,1986.0,1936.1,1955.4,248677
2025-06-11T00:00:00+05:30,1961.6,1961.6,1871.0,1881.7,313591
2025-06-12T00:00:00+05:30,1881.9,1882.9,1800.0,1806.8,413214
2025-06-13T00:00:00+05:30,1750.0,1797.8,1750.0,1781.8,366023
2025-06-16T00:00:00+05:30,1773.1,1829.0,1709.1,1822.2,498487
2025-06-17T00:00:00+05:30,1828.0,1828.0,1770.0,1774.3,260867
2025-06-18T00:00:00+05:30,1774.3,1785.0,1742.0,1749.3,194852
2025-06-19T00:00:00+05:30,1749.3,1781.0,1700.1,1721.6,261034
2025-06-20T00:00:00+05:30,1721.6,1775.0,1716.6,1764.1,214669
2025-06-23T00:00:00+05:30,1750.0,1775.8,1734.4,1761.4,163755
2025-06-24T00:00:00+05:30,1792.1,1824.0,1758.8,1772.7,288483
2025-06-25T00:00:00+05:30,1782.3,1849.9,1782.3,1837.6,352720
2025-06-26T00:00:00+05:30,1856.2,1867.0,1823.8,1832.1,220063
2025-06-27T00:00:00+05:30,1843.9,1854.9,1801.4,1809.5,180794
2025-06-30T00:00:00+05:30,1825.9,1855.0,1817.1,1845.2,189899
2025-07-01T00:00:00+05:30,1853.0,1884.8,1842.0,1871.2,213664
2025-07-02T00:00:00+05:30,1870.0,1884.8,1847.7,1855.2,212465
2025-07-03T00:00:00+05:30,1857.0,1888.6,1854.0,1860.7,153569
2025-07-04T00:00:00+05:30,1860.1,1870.9,1813.0,1823.8,146590
